game,text,label
france_ligue-1/2016-2017/2016-11-27 - 22-45 Lyon 1 - 2 Paris SG/2,"But you met with me earlier Bruno Geneseo, Paga",PAST
france_ligue-1/2016-2017/2017-02-10 - 22-45 Bordeaux 0 - 3 Paris SG/1,so while everyone thinks this might be his last season,PAST
europe_uefa-champions-league/2015-2016/2015-11-03 - 22-45 Shakhtar Donetsk 4 - 0 Malmo FF/2,Although he was born in Göteborg.,IRRELEVANT
europe_uefa-champions-league/2014-2015/2015-02-25 - 22-45 Bayer Leverkusen 1 - 0 Atl. Madrid/1,Kiria's position with Espapado Paulos will also be the Atlético to pressure with,CURRENT
italy_serie-a/2016-2017/2017-02-19 - 20-00 AS Roma 4 - 1 Torino/2,Beautiful.,CURRENT
france_ligue-1/2016-2017/2016-11-30 - 23-00 Paris SG 2 - 0 Angers/1,"Earlier, it was individual.",PAST
europe_uefa-champions-league/2016-2017/2016-09-13 - 21-45 Dyn. Kiev 1 - 2 Napoli/2,"Well, here's Mernenko.",CURRENT
italy_serie-a/2016-2017/2017-01-15 - 17-00 Napoli 3 - 1 Pescara/2,The corner was assigned.,CURRENT
france_ligue-1/2016-2017/2016-08-21 - 21-45 Paris SG 3 - 0 Metz/1,And even before in 2009,PAST
spain_laliga/2016-2017/2016-09-21 - 21-00 Real Madrid 1 - 1 Villarreal/2,The fact of having been born in Germany and having developed the beginning of his career in the German country.,IRRELEVANT
germany_bundesliga/2016-2017/2016-10-01 - 19-30 Bayer Leverkusen 2 - 0 Dortmund/2,at the beginning of last season,PAST
france_ligue-1/2016-2017/2016-08-12 - 21-00 Bastia 0 - 1 Paris SG/2,"And then to come back to the organization, it’s more towards 4-3-3 Olivier.",CURRENT
spain_laliga/2016-2017/2017-03-01 - 21-30 Barcelona 6 - 1 Gijon/1,that today he has his family here,IRRELEVANT
spain_laliga/2014-2015/2015-05-23 - 21-30 Real Madrid 7 - 3 Getafe/1,necessary,CURRENT
spain_laliga/2016-2017/2016-10-15 - 21-45 Betis 1 - 6 Real Madrid/2,Jonas who is the center half,CURRENT
germany_bundesliga/2016-2017/2016-11-19 - 20-30 Dortmund 1 - 0 Bayern Munich/1,head is also back in place,PAST
germany_bundesliga/2016-2017/2016-11-26 - 17-30 Eintracht Frankfurt 2 - 1 Dortmund/1,"Since last season, Wolfgang Stark has been the referee",PAST
france_ligue-1/2016-2017/2017-04-14 - 21-45 Angers 0 - 2 Paris SG/1,and we were talking earlier about this Paris Saint-Germain drakster this is particularly the case away from home they have played six matches since the start of the year six victories for the Parisians,PAST
italy_serie-a/2016-2017/2017-05-20 - 19-00 Chievo 3 - 5 AS Roma/1,Salah loves technique. Strotman!,IRRELEVANT
germany_bundesliga/2016-2017/2016-09-23 - 21-30 Dortmund 3 - 1 SC Freiburg/2,Relegated with VfB Stuttgart last year.,PAST
germany_bundesliga/2015-2016/2015-10-04 - 18-30 Bayern Munich 5 - 1 Dortmund/1,Idol.,IRRELEVANT
germany_bundesliga/2016-2017/2016-10-29 - 19-30 Dortmund 0 - 0 Schalke/2,Idol.,IRRELEVANT
italy_serie-a/2016-2017/2017-05-06 - 19-00 Napoli 3 - 1 Cagliari/2,Borella!,CURRENT
germany_bundesliga/2014-2015/2015-05-09 - 16-30 Dortmund 2 - 0 Hertha Berlin/2,so for Aubameyang in the game.,CURRENT
italy_serie-a/2016-2017/2017-02-25 - 20-00 Napoli 0 - 2 Atalanta/1,For whom this is an idol and a new icon after Maradona.,IRRELEVANT
france_ligue-1/2016-2017/2016-11-20 - 18-00 Saint Etienne 0 - 1 Nice/1,last year,PAST
germany_bundesliga/2016-2017/2016-10-14 - 21-30 Dortmund 1 - 1 Hertha Berlin/2,Idol.,IRRELEVANT
germany_bundesliga/2015-2016/2016-04-23 - 16-30 Hertha Berlin 0 - 2 Bayern Munich/2,Idol.,IRRELEVANT
germany_bundesliga/2015-2016/2016-04-02 - 16-30 Bayern Munich 1 - 0 Eintracht Frankfurt/2,The last season in Bremen,PAST
europe_uefa-champions-league/2014-2015/2014-12-09 - 22-45 Real Madrid 4 - 0 Ludogorets/2,Certainly like last season.,PAST
spain_laliga/2019-2020/2019-09-14 - 18-00 Barcelona 5 - 2 Valencia/1,Supports the former Barcelona coach.,IRRELEVANT
europe_uefa-champions-league/2015-2016/2015-11-03 - 22-45 Shakhtar Donetsk 4 - 0 Malmo FF/2,and he has the home plate there when he supports now,IRRELEVANT
spain_laliga/2014-2015/2015-05-17 - 20-00 Atl. Madrid 0 - 1 Barcelona/2,"With some space, try the wall with Neymar",CURRENT
france_ligue-1/2016-2017/2017-04-02 - 18-00 Nice 2 - 1 Bordeaux/1,he has his whole family,IRRELEVANT
italy_serie-a/2016-2017/2016-11-20 - 17-00 Atalanta 2 - 1 AS Roma/1,And supports them in the center of Raja Naingol No. 4,IRRELEVANT
europe_uefa-champions-league/2015-2016/2015-09-29 - 21-45 Barcelona 2 - 1 Bayer Leverkusen/2,a game last year,PAST
spain_laliga/2015-2016/2015-11-08 - 18-00 Barcelona 3 - 0 Villarreal/1,He supports himself with Tomás Pina,IRRELEVANT
spain_laliga/2014-2015/2015-04-11 - 17-00 Real Madrid 3 - 0 Eibar/2,Avoid Vandaluca's serve.,CURRENT
italy_serie-a/2016-2017/2017-03-12 - 22-45 Palermo 0 - 3 AS Roma/2,Napina,CURRENT
italy_serie-a/2016-2017/2016-10-15 - 16-00 Napoli 1 - 3 AS Roma/2,They have now reached their favorite position.,IRRELEVANT
spain_laliga/2016-2017/2017-04-15 - 17-15 Gijon 2 - 3 Real Madrid/2,Oh!,CURRENT
italy_serie-a/2016-2017/2016-08-20 - 19-00 AS Roma 4 - 0 Udinese/2,Peerila last season,PAST
france_ligue-1/2016-2017/2017-02-10 - 22-45 Bordeaux 0 - 3 Paris SG/1,E ham sees you,CURRENT
europe_uefa-champions-league/2016-2017/2016-09-13 - 21-45 Dyn. Kiev 1 - 2 Napoli/1,So what?,CURRENT
italy_serie-a/2016-2017/2017-01-15 - 17-00 Napoli 3 - 1 Pescara/1,"earlier, a fraction of a second, appeared here earlier and who knows, but the punch was still devastating",PAST
spain_laliga/2014-2015/2015-05-17 - 20-00 Atl. Madrid 0 - 1 Barcelona/2,"Barça hides it, it loves the game",IRRELEVANT
germany_bundesliga/2014-2015/2015-05-09 - 16-30 Dortmund 2 - 0 Hertha Berlin/2,Lukas Piszczek is back in the squad for the second time after a long injury.,PAST
spain_laliga/2016-2017/2017-05-14 - 21-00 Las Palmas 1 - 4 Barcelona/2,Back on Lemos.,CURRENT
italy_serie-a/2016-2017/2016-09-18 - 18-00 Empoli 0 - 2 Internazionale/2,There were quite a few opportunities in the first half.,CURRENT
italy_serie-a/2016-2017/2016-08-21 - 21-45 Pescara 2 - 2 Napoli/1,I was very happy that Sarri had the opportunity to play with attacking midfielder Hamsik last season.,PAST
italy_serie-a/2015-2016/2015-09-20 - 13-30 Chievo 0 - 1 Inter/2,"In 2010, he was part of the Italian national team, which did not qualify from the group.",PAST
europe_uefa-champions-league/2016-2017/2016-11-23 - 22-45 Napoli 0 - 0 Dyn. Kiev/2,Supports this attack.,IRRELEVANT
germany_bundesliga/2016-2017/2016-09-10 - 19-30 RB Leipzig 1 - 0 Dortmund/1,Corner.,CURRENT
italy_serie-a/2016-2017/2017-02-26 - 22-45 Inter 1 - 3 AS Roma/2,"like this, why not earlier? Peresic!",PAST
spain_laliga/2016-2017/2017-04-15 - 17-15 Gijon 2 - 3 Real Madrid/2,In this situation,CURRENT
france_ligue-1/2016-2017/2016-11-06 - 22-45 Paris SG 4 - 0 Rennes/1,he loses 2 balls a little,CURRENT
germany_bundesliga/2016-2017/2017-04-01 - 16-30 Schalke 1 - 1 Dortmund/1,06 00 0 broadcasting,CURRENT
spain_laliga/2014-2015/2015-04-29 - 21-00 Real Madrid 3 - 0 Almeria/1,Good mechanisms with good supports and passing possibilities in front and to the sides.,IRRELEVANT
spain_laliga/2016-2017/2016-11-19 - 18-15 Barcelona 0 - 0 Malaga/1,Denis prolocation.,CURRENT
europe_uefa-champions-league/2015-2016/2015-09-29 - 21-45 Arsenal 2 - 3 Olympiakos Piraeus/2,it's ripped back in again,PAST
italy_serie-a/2016-2017/2017-04-24 - 21-45 Pescara 1 - 4 AS Roma/1,"In 2010, he received the name of the famous Italian hurdler John Salah.",PAST
germany_bundesliga/2016-2017/2016-10-29 - 19-30 Dortmund 0 - 0 Schalke/1,He really got Augsburg last season.,PAST
france_ligue-1/2016-2017/2016-09-11 - 18-00 Nice 3 - 2 Marseille/1,"there are some, as I said earlier, there are individualities that really reveal themselves",PAST
italy_serie-a/2016-2017/2016-08-28 - 21-45 Cagliari 2 - 2 AS Roma/2,Roma Scentropol,CURRENT
italy_serie-a/2016-2017/2016-08-28 - 21-45 Cagliari 2 - 2 AS Roma/1,But last season he,PAST
europe_uefa-champions-league/2015-2016/2015-11-24 - 22-45 Barcelona 6 - 1 AS Roma/2,For more,CURRENT
italy_serie-a/2015-2016/2015-11-22 - 22-45 Inter 4 - 0 Frosinone/1,Last season he started at Bruges,PAST
europe_uefa-champions-league/2015-2016/2015-09-29 - 21-45 Bayern Munich 5 - 0 D. Zagreb/1,Ben Mahler is born.,IRRELEVANT
spain_laliga/2015-2016/2016-04-30 - 17-00 Real Sociedad 0 - 1 Real Madrid/2,"Barça, who is the one who depends on himself, James for Nacho has done, the Colombian supports himself again",IRRELEVANT
germany_bundesliga/2016-2017/2016-09-23 - 21-30 Dortmund 3 - 1 SC Freiburg/2,Behind the audience has the yellow card and the foul on Bele.,CURRENT
germany_bundesliga/2016-2017/2016-10-22 - 16-30 Ingolstadt 3 - 3 Dortmund/1,"back in the middle. Castro,",PAST
france_ligue-1/2016-2017/2016-10-15 - 18-00 Nancy 1 - 2 Paris SG/1,there are 11 guys,CURRENT
italy_serie-a/2016-2017/2017-05-14 - 16-00 Torino 0 - 5 Napoli/2,Even for such a Torino.,CURRENT
france_ligue-1/2016-2017/2016-12-21 - 22-50 Paris SG 5 - 0 Lorient/1,to put yourself on the right supports Matuidi on this ball,IRRELEVANT
italy_serie-a/2016-2017/2016-11-20 - 17-00 Atalanta 2 - 1 AS Roma/1,Dan Gulan is back in tempo,PAST
france_ligue-1/2016-2017/2016-11-06 - 22-45 Paris SG 4 - 0 Rennes/2,and we do it because we are a family to salute our friend Frank,IRRELEVANT
europe_uefa-champions-league/2015-2016/2015-11-24 - 22-45 Barcelona 6 - 1 AS Roma/2,He has six games,CURRENT
spain_laliga/2015-2016/2015-11-08 - 18-00 Barcelona 3 - 0 Villarreal/1,He supports himself with Tomás Pina,IRRELEVANT
europe_uefa-champions-league/2015-2016/2015-09-29 - 21-45 Barcelona 2 - 1 Bayer Leverkusen/2,It was very difficult there and as we see the ball finally goes a meter or two.,CURRENT
europe_uefa-champions-league/2016-2017/2016-12-06 - 22-45 Benfica 1 - 2 Napoli/2,Go Favorite!,IRRELEVANT
europe_uefa-champions-league/2014-2015/2014-11-05 - 22-45 Bayern Munich 2 - 0 AS Roma/1,Idol.,IRRELEVANT
europe_uefa-champions-league/2014-2015/2014-12-10 - 22-45 Bayern Munich 3 - 0 CSKA Moscow/2,Idol.,IRRELEVANT
france_ligue-1/2016-2017/2016-11-20 - 18-00 Saint Etienne 0 - 1 Nice/2,Cyprien.,CURRENT
france_ligue-1/2016-2017/2017-05-20 - 22-00 Paris SG 1 - 1 Caen/2,"Well, the last time he managed to distinguish himself, if we take all the tournaments,",CURRENT
italy_serie-a/2016-2017/2016-11-06 - 17-00 Palermo 1 - 2 AC Milan/2,born gerne,IRRELEVANT
europe_uefa-champions-league/2015-2016/2015-11-24 - 22-45 Bayern Munich 4 - 0 Olympiakos Piraeus/1,This one missed earlier as it was falling.,PAST
europe_uefa-champions-league/2015-2016/2015-09-29 - 21-45 Arsenal 2 - 3 Olympiakos Piraeus/2,"He's done really well, as I said earlier in the game.",PAST
spain_laliga/2016-2017/2016-09-17 - 14-00 Leganes 1 - 5 Barcelona/2,"but it was necessary to show what happened a little earlier, how it was played there",PAST
spain_laliga/2016-2017/2017-02-18 - 18-15 Real Madrid 2 - 0 Espanyol/2,the way Casemiro,CURRENT
germany_bundesliga/2014-2015/2015-04-25 - 16-30 Dortmund 2 - 0 Eintracht Frankfurt/2,supports his full-backs,IRRELEVANT
europe_uefa-champions-league/2015-2016/2015-11-04 - 22-45 Barcelona 3 - 0 BATE/1,more amplitude or take advantage of the space that remains but there between between area and between the area and the and the,CURRENT
england_epl/2015-2016/2015-11-07 - 18-00 Manchester United 2 - 0 West Brom/1,although born in the United States,IRRELEVANT
europe_uefa-champions-league/2014-2015/2014-11-05 - 22-45 Bayern Munich 2 - 0 AS Roma/1,Yesterday was the coach’s favorite word.,IRRELEVANT
italy_serie-a/2016-2017/2017-05-06 - 19-00 Napoli 3 - 1 Cagliari/2,Faria!,CURRENT
italy_serie-a/2016-2017/2016-08-28 - 21-45 Cagliari 2 - 2 AS Roma/1,I grew up there.,IRRELEVANT
france_ligue-1/2016-2017/2017-04-14 - 21-45 Angers 0 - 2 Paris SG/2,he supports,IRRELEVANT
spain_laliga/2016-2017/2016-08-21 - 21-15 Real Sociedad 0 - 3 Real Madrid/1,with the first three supports,IRRELEVANT
spain_laliga/2016-2017/2017-02-26 - 22-45 Villarreal 2 - 3 Real Madrid/2,But for a born lefty.,IRRELEVANT
europe_uefa-champions-league/2015-2016/2015-11-03 - 22-45 B. Monchengladbach 1 - 1 Juventus/1,"Obviously the German team is not going to be the favorite in Manchester, but who knows.",IRRELEVANT
spain_laliga/2016-2017/2017-03-01 - 21-30 Barcelona 6 - 1 Gijon/2,matches if we take into account this one that has not yet finished,CURRENT
italy_serie-a/2016-2017/2016-11-20 - 22-45 AC Milan 2 - 2 Inter/1,"and last season for Genoa,",PAST
spain_laliga/2016-2017/2016-11-19 - 22-45 Atl. Madrid 0 - 3 Real Madrid/1,The blow has been tremendous with Luka Modric.,CURRENT
spain_laliga/2019-2020/2019-12-14 - 18-00 Real Sociedad 2 - 2 Barcelona/1,He grew up here,IRRELEVANT
italy_serie-a/2016-2017/2016-09-18 - 21-45 Fiorentina 1 - 0 AS Roma/2,why wasn't the father of the Egyptian urine king and born in this,IRRELEVANT
spain_laliga/2016-2017/2017-01-21 - 18-15 Real Madrid 2 - 1 Malaga/1,Last year he completed a very complete performance at the Bernabéu,PAST
italy_serie-a/2016-2017/2016-10-26 - 21-45 Sassuolo 1 - 3 AS Roma/2,Remembering last season.,PAST
france_ligue-1/2016-2017/2016-11-30 - 23-00 Paris SG 2 - 0 Angers/1,"On the other hand, they are playing better football than last year.",PAST
france_ligue-1/2016-2017/2016-11-30 - 23-00 Paris SG 2 - 0 Angers/1,"Last year, they were teaching, they were putting on what we call clean sheets.",PAST
spain_laliga/2015-2016/2015-09-26 - 17-00 Barcelona 2 - 1 Las Palmas/1,The immediate response from the Camp Nou encouraging their idol to their star,IRRELEVANT
france_ligue-1/2016-2017/2016-12-11 - 18-00 Paris SG 2 - 2 Nice/1,the one who played last year in the valence league what goal,PAST
spain_laliga/2016-2017/2017-01-15 - 22-45 Sevilla 2 - 1 Real Madrid/1,He has Vitolo inside the area.,CURRENT
spain_laliga/2015-2016/2015-09-12 - 21-30 Atl. Madrid 1 - 2 Barcelona/2,He arrived first in Matié,CURRENT
italy_serie-a/2016-2017/2017-01-15 - 17-00 Udinese 0 - 1 AS Roma/2,I remembered the match last season here in Udinese.,PAST
england_epl/2015-2016/2015-09-26 - 19-30 Newcastle Utd 2 - 2 Chelsea/2,Pedro was stopped well by that side,CURRENT
germany_bundesliga/2016-2017/2017-02-11 - 17-30 Darmstadt 2 - 1 Dortmund/2,r Turkey,CURRENT
italy_serie-a/2016-2017/2016-08-20 - 19-00 AS Roma 4 - 0 Udinese/2,Favorite of Sicilian fans,IRRELEVANT
italy_serie-a/2016-2017/2016-08-27 - 18-00 Lazio 0 - 1 Juventus/1,and well it’s time for fluke,CURRENT
italy_serie-a/2014-2015/2015-05-17 - 13-30 Sassuolo 3 - 2 AC Milan/1,And Andrea Poli is missing.,CURRENT
england_epl/2014-2015/2015-04-11 - 19-30 Burnley 0 - 1 Arsenal/1,Looking for Vox who was jumping next to Kostielny.,CURRENT
england_epl/2015-2016/2015-09-26 - 17-00 Leicester 2 - 5 Arsenal/1,last year here at Esther,PAST
england_epl/2016-2017/2016-09-10 - 17-00 Arsenal 2 - 1 Southampton/1,last season,PAST
france_ligue-1/2016-2017/2017-02-19 - 23-00 Paris SG 0 - 0 Toulouse/1,there is a lot of energy expenditure,CURRENT
europe_uefa-champions-league/2015-2016/2015-11-25 - 22-45 B. Monchengladbach 4 - 2 Sevilla/1,And then he will be back in the Bundesliga.,PAST
france_ligue-1/2016-2017/2016-09-20 - 22-00 Paris SG 3 - 0 Dijon/2,He won the French Cup in 1989 at the Parc des Princes,PAST
france_ligue-1/2016-2017/2016-09-20 - 22-00 Paris SG 3 - 0 Dijon/2,give playing time to players who did not have any in the previous match,PAST
spain_laliga/2015-2016/2015-11-08 - 18-00 Barcelona 3 - 0 Villarreal/2,Bonera.,CURRENT
europe_uefa-champions-league/2016-2017/2017-05-02 - 21-45 Real Madrid 3 - 0 Atl. Madrid/2,Any goal by either of them is final in the tie.,CURRENT
spain_laliga/2015-2016/2015-09-12 - 17-00 Espanyol 0 - 6 Real Madrid/2,Garrapajal supports himself with Keylor Navas ,IRRELEVANT
spain_laliga/2015-2016/2015-09-12 - 17-00 Espanyol 0 - 6 Real Madrid/2,be careful with this ,CURRENT
france_ligue-1/2016-2017/2016-09-16 - 21-45 Caen 0 - 6 Paris SG/2,in new marks last season,PAST
france_ligue-1/2016-2017/2017-02-19 - 23-00 Paris SG 0 - 0 Toulouse/2,he finished last season,PAST
germany_bundesliga/2014-2015/2015-05-09 - 16-30 Dortmund 2 - 0 Hertha Berlin/2,Who was not only a crowd favorite.,IRRELEVANT
europe_uefa-champions-league/2015-2016/2015-11-25 - 22-45 Malmo FF 0 - 5 Paris SG/2,Hadou,CURRENT
italy_serie-a/2016-2017/2016-12-12 - 23-00 AS Roma 1 - 0 AC Milan/1,Let it be from such distant points,CURRENT
france_ligue-1/2016-2017/2017-02-26 - 23-00 Marseille 1 - 5 Paris SG/2,It's a bit like last year's match.,PAST
spain_laliga/2014-2015/2015-05-17 - 20-00 Atl. Madrid 0 - 1 Barcelona/2,"behind him, ball to the central circle",CURRENT
france_ligue-1/2016-2017/2017-04-18 - 19-30 Metz 2 - 3 Paris SG/1,Who talked about this gala match,CURRENT
spain_laliga/2014-2015/2015-04-29 - 21-00 Real Madrid 3 - 0 Almeria/1,deflect the ball,CURRENT
europe_uefa-champions-league/2015-2016/2015-11-25 - 22-45 Malmo FF 0 - 5 Paris SG/1,"Go, go, go, go, go, go, go",CURRENT
germany_bundesliga/2016-2017/2016-10-14 - 21-30 Dortmund 1 - 1 Hertha Berlin/2,Idol.,IRRELEVANT
france_ligue-1/2016-2017/2017-02-19 - 23-00 Paris SG 0 - 0 Toulouse/2,37 last year,PAST
spain_laliga/2019-2020/2019-08-17 - 18-00 Celta Vigo 1 - 3 Real Madrid/1,He scored 21 goals last year,PAST
europe_uefa-champions-league/2016-2017/2016-10-19 - 21-45 Paris SG 3 - 0 Basel/1,...in Kosovo while Granit was born in Switzerland,IRRELEVANT
spain_laliga/2016-2017/2016-09-21 - 23-00 Barcelona 1 - 1 Atl. Madrid/1,which is the one who takes it out to put it back in the center of the row,PAST
italy_serie-a/2016-2017/2017-04-02 - 21-45 Napoli 1 - 1 Juventus/1,scope travel is also our favorite Fraser le l roof in A¡ How delicious is it?,IRRELEVANT
spain_laliga/2016-2017/2016-09-24 - 21-45 Las Palmas 2 - 2 Real Madrid/2,The ZAR inside.,CURRENT
spain_laliga/2016-2017/2016-09-21 - 23-00 Barcelona 1 - 1 Atl. Madrid/2,He places it back in the finishing area.,PAST
europe_uefa-champions-league/2015-2016/2015-11-04 - 22-45 Barcelona 3 - 0 BATE/1,"I remember, for example, last year in the League against Sevilla at the Sánchez-Pizjuán",PAST
italy_serie-a/2016-2017/2016-09-21 - 21-45 AS Roma 4 - 0 Crotone/2,"In the previous match, when Totti was in the starting lineup.",PAST
france_ligue-1/2016-2017/2016-08-28 - 21-45 Monaco 3 - 1 Paris SG/1,they were dangerous earlier with David Luiz,PAST
france_ligue-1/2016-2017/2016-09-16 - 21-45 Caen 0 - 6 Paris SG/1,his favorite opponent among the teams present this year in France,IRRELEVANT
italy_serie-a/2016-2017/2017-04-23 - 13-30 Sassuolo 2 - 2 Napoli/1,"who supports this attack, the public whistles, it looked like a violation against number 90",IRRELEVANT
france_ligue-1/2016-2017/2016-12-03 - 19-00 Montpellier 3 - 0 Paris SG/2,Martinho is the one who missed his restart earlier,PAST
spain_laliga/2019-2020/2020-02-16 - 18-00 Real Madrid 2 - 2 Celta Vigo/1,Ocai back in Celta de Vigo.,PAST
italy_serie-a/2016-2017/2017-02-04 - 22-45 Bologna 1 - 7 Napoli/2,last year,PAST
europe_uefa-champions-league/2016-2017/2016-11-23 - 22-45 Arsenal 2 - 2 Paris SG/2,As earlier.,PAST
italy_serie-a/2016-2017/2016-09-10 - 21-45 Palermo 0 - 3 Napoli/1,Serie A top scorer last season. The first person since the 50s to score more than 30 goals.,PAST
spain_laliga/2015-2016/2015-11-21 - 20-15 Real Madrid 0 - 4 Barcelona/2,Delivering the ball to Leo Messi.,CURRENT
germany_bundesliga/2014-2015/2015-05-09 - 16-30 Bayern Munich 0 - 1 FC Augsburg/2,H favorite � lighting.,IRRELEVANT
italy_serie-a/2016-2017/2017-05-20 - 19-00 Chievo 3 - 5 AS Roma/2,The opponent is in the half of the field.,CURRENT
france_ligue-1/2016-2017/2017-03-12 - 23-00 Lorient 1 - 2 Paris SG/2,"This shows Benjamin Lecomte's difficulties this season, much more than last year.",PAST
france_ligue-1/2016-2017/2017-02-19 - 23-00 Paris SG 0 - 0 Toulouse/2,Paris who played 11 matches in 2017,PAST
france_ligue-1/2016-2017/2017-05-07 - 18-00 Marseille 2 - 1 Nice/1,we manage to come back,CURRENT
france_ligue-1/2016-2017/2016-10-23 - 21-45 Paris SG 0 - 0 Marseille/1,both coaches seem to have the same problem on the bench every,CURRENT
europe_uefa-champions-league/2014-2015/2014-12-10 - 22-45 Bayern Munich 3 - 0 CSKA Moscow/1,"After a long period of injury, the engine is back in gear.",PAST
france_ligue-1/2016-2017/2017-01-21 - 19-00 Nantes 0 - 2 Paris SG/2,we call him back in the 21st minute for edinson cavani,PAST
italy_serie-a/2015-2016/2015-09-26 - 21-45 Napoli 2 - 1 Juventus/1,"And, accordingly, the absence of last year’s backbone, I mean Pirlo, Vidal and Tevez.",PAST
italy_serie-a/2016-2017/2016-11-26 - 22-45 Empoli 1 - 4 AC Milan/1,We accept that in 2012 he found...,PAST
italy_serie-a/2016-2017/2017-02-26 - 22-45 Inter 1 - 3 AS Roma/1,Knows what Roma is,CURRENT
germany_bundesliga/2014-2015/2015-05-09 - 16-30 Dortmund 2 - 0 Hertha Berlin/1,"torn muscle fiber, bruised pelvis, back in full training since Wednesday but job lets man",PAST
spain_laliga/2016-2017/2017-04-26 - 20-30 Barcelona 7 - 1 Osasuna/1,For his family,IRRELEVANT
france_ligue-1/2016-2017/2016-12-11 - 18-00 Paris SG 2 - 2 Nice/1,"Obviously this is a very special match for the Nice team who last year already came to the park full of ambition with Ben Arfa at the top, they were 3rd in Ligue 1 and they had been corrected by Laurent Blanc's PSG and Zlatan Ibrahimovic, they lost 4 goals to 1 that evening.",PAST
spain_laliga/2016-2017/2017-05-21 - 21-00 Barcelona 4 - 2 Eibar/1,Rubén Peña loves her.,IRRELEVANT
spain_laliga/2016-2017/2017-03-01 - 21-30 Barcelona 6 - 1 Gijon/1,"He wants to put the center in, Burgi puts it behind.",CURRENT
italy_serie-a/2016-2017/2017-01-08 - 17-00 Genoa 0 - 1 AS Roma/1,the right flank could potentially get a feather with,CURRENT
spain_laliga/2014-2015/2015-04-29 - 21-00 Real Madrid 3 - 0 Almeria/1,Something it does fantastically.,CURRENT
italy_serie-a/2016-2017/2016-11-05 - 22-45 Napoli 1 - 1 Lazio/1,If only he had moved a little earlier.,PAST
italy_serie-a/2016-2017/2017-04-15 - 16-00 AS Roma 1 - 1 Atalanta/2,"He was born in 90, but he looks kind of older, right?",IRRELEVANT
europe_uefa-champions-league/2016-2017/2016-12-06 - 22-45 Benfica 1 - 2 Napoli/2,just a family kills the ball by taking it away,IRRELEVANT
spain_laliga/2016-2017/2016-12-18 - 22-45 Barcelona 4 - 1 Espanyol/2,shoot a corner,CURRENT
spain_laliga/2015-2016/2015-08-29 - 23-30 Real Madrid 5 - 0 Betis/2,"Yes, we already said it last year.",PAST
europe_uefa-champions-league/2016-2017/2017-05-02 - 21-45 Real Madrid 3 - 0 Atl. Madrid/2,As Susana said it will be by Karim Benzema Lucas on the right Asensio on the left and Cristiano,CURRENT
spain_laliga/2016-2017/2016-10-29 - 17-15 Alaves 1 - 4 Real Madrid/1,Alexis loves her too,IRRELEVANT
france_ligue-1/2016-2017/2017-02-26 - 23-00 Marseille 1 - 5 Paris SG/2,It's a bit like last year's match.,PAST
england_epl/2014-2015/2015-05-17 - 18-00 Manchester United 1 - 1 Arsenal/1,"Kill, Kill for 1-0",CURRENT
spain_laliga/2016-2017/2017-02-19 - 22-45 Barcelona 2 - 1 Leganes/1,on this day,CURRENT
italy_serie-a/2016-2017/2016-12-22 - 22-45 AS Roma 3 - 1 Chievo/1,Slowed down. Went to the center.,CURRENT
germany_bundesliga/2015-2016/2015-09-19 - 16-30 Darmstadt 0 - 3 Bayern Munich/2,Idol!,IRRELEVANT
europe_uefa-champions-league/2015-2016/2015-09-29 - 21-45 Bayern Munich 5 - 0 D. Zagreb/2,Idol.,IRRELEVANT
italy_serie-a/2016-2017/2016-08-20 - 19-00 AS Roma 4 - 0 Udinese/1,"This defender will act, in fact, last season",PAST
italy_serie-a/2016-2017/2016-12-12 - 23-00 AS Roma 1 - 0 AC Milan/2,"In general, there are no live broadcasts.",CURRENT
spain_laliga/2016-2017/2017-04-29 - 21-45 Espanyol 0 - 3 Barcelona/2,and last year he scored a goal from a free kick against the Spaniard,PAST
france_ligue-1/2016-2017/2016-09-09 - 21-45 Paris SG 1 - 1 St Etienne/2,"and that's also why he was recruited, we saw him earlier with a perfect tackle on",PAST
italy_serie-a/2016-2017/2017-03-19 - 14-30 Empoli 2 - 3 Napoli/2,idol.,IRRELEVANT
italy_serie-a/2016-2017/2017-03-05 - 18-00 Cagliari 1 - 5 Internazionale/1,your question about invitation or non-invitation to the national team,CURRENT
spain_laliga/2016-2017/2017-03-04 - 18-15 Eibar 1 - 4 Real Madrid/2,Mariano has just entered in place of Benzema.,CURRENT
spain_laliga/2016-2017/2016-09-21 - 21-00 Real Madrid 1 - 1 Villarreal/1,Ramos loves her.,IRRELEVANT
france_ligue-1/2016-2017/2016-12-11 - 22-45 Paris SG 2 - 2 Nice/2,still in the passion and the favor which loves us that this point remains,IRRELEVANT
germany_bundesliga/2016-2017/2016-09-23 - 21-30 Dortmund 3 - 1 SC Freiburg/2,Idol.,IRRELEVANT
italy_serie-a/2016-2017/2016-09-10 - 21-45 Palermo 0 - 3 Napoli/2,"Supports, encourages",IRRELEVANT
europe_uefa-champions-league/2016-2017/2017-04-11 - 18-00 Juventus 3 - 0 Barcelona/2,The classic is their favorite 4-3-3,IRRELEVANT
spain_laliga/2019-2020/2019-08-17 - 18-00 Celta Vigo 1 - 3 Real Madrid/1,that lack of goal last year,PAST
italy_serie-a/2016-2017/2017-05-14 - 21-45 AS Roma 3 - 1 Juventus/1,"Although, of course, the concept is devalued",CURRENT
